acc_night_wake_up_count,light_night_mean,call_duration_sum,wifi_night_changes,acc_x_std,last_call_to_sleep,light_night_sudden_spikes_count,acc_magnitude_min,acc_night_significant_movements,light_mean
0.0,1.2677910551214109,0.08968312104826048,-0.2650354025973009,0.6884360429636233,-0.17937564442879494,-0.5345224838248487,-0.7555138796771597,-0.4767312946227962,2.0091447890712337
0.0,-0.47196622396098176,-0.6584053520860097,-2.1652044754559197,0.0022719013290878874,-1.332904847073461,-0.5345224838248487,0.2595706714990451,0.3813850356982369,1.7234490236198412
0.0,-0.991357318357591,1.1077867263443768,-0.5076101778558479,-0.387077490192484,0.3893529713146329,-0.5345224838248487,0.8744345072070357,-0.4767312946227962,-0.49650887773340485
0.0,1.7029179280409479,1.1077867263443768,0.05839763108076184,-1.7848912859603292,1.1662866679660595,-0.5345224838248487,0.23822733457122686,-1.3348476249438292,-0.5671808251946427
0.0,-0.8270187298961638,-1.11119574371991,-0.22460627338754305,1.9128567909958296,-1.4004801803506186,1.7112923196235217,-1.2186054944394367,0.3813850356982369,-0.5402843102476016
0.0,-0.2335738271187877,-0.7174649683860836,1.4329880242125286,-0.951139805921636,1.5436127181028363,-0.5345224838248487,0.6010177904297379,0.3813850356982369,-0.5414752700448738
0.0,-0.8178888083149735,-0.06780918908527007,-0.14374801496802736,0.4938542597231335,-0.9986809014053581,1.7112923196235217,0.9821519220402285,0.3813850356982369,-0.5341864685965616
0.0,0.025107284348273223,-0.6780918908527009,1.2308423781637392,-0.4244621504714421,0.34247638877101927,-0.5345224838248487,0.9667761057916454,2.0976176963403033,-0.5301803284420994
0.0,-0.13314468972569368,-0.3040476542855659,0.5839763108076138,0.45015173753421667,0.46971282710368517,-0.5345224838248487,-1.94805895742233,-1.3348476249438292,-0.5227777324318907
-0.3535533905932738,-0.28413919997574427,1.1077867263443768,-1.186461127043124,0.19971799896731027,1.1173639236225021,-0.3535533905932738,-0.14441529674226805,-0.7071067811865475,-0.24291068469691632
-0.3535533905932738,-0.9595546150475718,0.032475659087440475,-0.5259569944624157,0.38620709206812326,1.4953853982604237,-0.3535533905932738,-1.9580907909341911,-0.7071067811865475,2.2239209239114213
-0.3535533905932738,-0.7034977072060279,-0.6251564374332297,-0.8195143867205082,0.7651468804645071,-0.8309440652437949,-0.3535533905932738,0.13150391838876493,-0.7071067811865475,0.3435401288340438
-0.3535533905932738,1.7029179280409479,-0.6251564374332297,-0.19570492817206156,-2.3067698791828377,-0.8309440652437949,1.7112923196235217,0.5155633106804569,-0.7071067811865475,-0.5301196630913791
-0.3535533905932738,0.06075377793327392,-0.6251564374332297,1.051913988924832,0.26332926676956203,-0.8309440652437949,-0.3535533905932738,0.3502807925135148,-0.7071067811865475,-0.546285374761032
-0.3535533905932738,0.14366074377678809,-0.6251564374332297,-0.6360410165592004,-0.8238916252130152,-0.8309440652437949,-0.3535533905932738,0.9371950885392487,1.4142135623730951,-0.5438582437716717
